team,result,margin,br,toss,bat,opposition,ground,date
India,1.0,4 wicke,6.0,1.0,1.0,England,Faridabad,2006
England,0.0,4 wicke,6.0,1.0,1.0,India,Faridabad,2006
India,1.0,49 run,16.0,1.0,1.0,England,Margao,2006
England,0.0,49 run,16.0,0.0,2.0,India,Margao,2006
India,1.0,4 wicke,16.0,0.0,2.0,England,Kochi,2006
England,0.0,4 wicke,16.0,0.0,2.0,India,Kochi,2006
England,1.0,5 wicke,44.0,0.0,2.0,India,Jamshedpur,2006
India,0.0,5 wicke,44.0,0.0,2.0,England,Jamshedpur,2006
India,1.0,7 wicke,5.0,0.0,2.0,England,Indore,2006
England,0.0,7 wicke,5.0,0.0,2.0,India,Indore,2006
Pakistan,1.0,6 wicke,9.0,0.0,2.0,India,Dhabi,2006
India,0.0,6 wicke,9.0,1.0,1.0,Pakistan,Dhabi,2006
India,1.0,51 run,36.0,1.0,1.0,Abu,Dhabi,2006
Pakistan,0.0,51 run,36.0,0.0,2.0,Abu,Dhabi,2006
Australia,1.0,4 wicke,36.0,1.0,1.0,Bangladesh,Chattogram,2006
Bangladesh,0.0,4 wicke,36.0,1.0,1.0,Australia,Chattogram,2006
Australia,1.0,67 run,164.0,1.0,1.0,Bangladesh,Fatullah,2006
Bangladesh,0.0,67 run,164.0,0.0,2.0,Australia,Fatullah,2006
Australia,1.0,9 wicke,164.0,0.0,1.0,Bangladesh,Fatullah,2006
Bangladesh,0.0,9 wicke,164.0,0.0,1.0,Australia,Fatullah,2006
West Indies,1.0, 5 wicke,70.0,0.0,1.0,Zimbabwe,John's,2006
Zimbabwe,0.0,5 wicke,70.0,0.0,1.0,West Indies,John's,2006
West Indies,1.0, 98 run,134.0,1.0,1.0,Zimbabwe,John's,2006
Zimbabwe,0.0,98 run,134.0,0.0,2.0,West Indies,John's,2006
West Indies,1.0, 82 run,134.0,0.0,2.0,Zimbabwe,Georgetown,2006
Zimbabwe,1.0, 82 run,134.0,0.0,2.0,West Indies,Georgetown,2006
West Indies,1.0, 82 run,134.0,0.0,2.0,Zimbabwe,Georgetown,2006
Zimbabwe,0.0,82 run,134.0,0.0,2.0,West Indies,Georgetown,2006
West Indies,1.0, 10 wicke,134.0,1.0,1.0,Zimbabwe,Islet,2006
Zimbabwe,0.0,10 wicke,134.0,1.0,1.0,West Indies,Islet,2006
West Indies,1.0, 104 run,9.0,1.0,1.0,Zimbabwe,Spain,2006
Zimbabwe,0.0,104 run,9.0,1.0,2.0,West Indies,Spain,2006
Bermuda,1.0,3 wicke,9.0,1.0,2.0,Canada,Spain,2006
Canada,0.0,3 wicke,9.0,0.0,1.0,Bermuda,Spain,2006
India,1.0,5 wicke,1.0,1.0,2.0,West Indies,Kingston,2006
West Indies,0.0, 5 wicke,1.0,1.0,2.0,India,Kingston,2006
West Indies,1.0, 1 run,1.0,1.0,2.0,India,Kingston,2006
India,0.0,1 run,1.0,1.0,2.0,West Indies,Kingston,2006
West Indies,1.0, 4 wicke,1.0,1.0,1.0,India,Basseterre,2006
India,0.0,4 wicke,1.0,1.0,1.0,West Indies,Basseterre,2006
West Indies,1.0, 19 run,46.0,0.0,1.0,India,Spain,2006
India,0.0,19 run,46.0,1.0,1.0,West Indies,Spain,2006
England,1.0,38 run,46.0,1.0,1.0,Ireland,Belfast,2006
Ireland,0.0,38 run,46.0,0.0,2.0,England,Belfast,2006
Sri Lanka,1.0, 20 run,46.0,1.0,2.0,England,Lord's,2006
England,0.0,20 run,46.0,1.0,2.0,Sri Lanka,Lord's,2006
Sri Lanka,1.0, 46 run,46.0,1.0,1.0,England,Oval,2006
England,0.0,46 run,46.0,1.0,1.0,Sri Lanka,Oval,2006
Sri Lanka,1.0, 8 wicke,46.0,1.0,1.0,England,Chester-le-Street,2006
England,0.0,8 wicke,46.0,1.0,1.0,Sri Lanka,Chester-le-Street,2006
Pakistan,1.0,5 wicke,37.0,0.0,2.0,Scotland,Edinburgh,2006
Scotland,0.0,5 wicke,37.0,0.0,2.0,Pakistan,Edinburgh,2006
Sri Lanka,1.0, 33 run,75.0,0.0,2.0,England,Manchester,2006
England,0.0,33 run,75.0,0.0,2.0,Sri Lanka,Manchester,2006
Sri Lanka,1.0, 8 wicke,75.0,1.0,1.0,England,Leeds,2006
England,0.0,8 wicke,75.0,1.0,1.0,Sri Lanka,Leeds,2006
Sri Lanka,1.0, 195 run,5.0,0.0,2.0,Netherlands,Amstelveen,2006
Netherlands,0.0,195 run,5.0,0.0,2.0,Sri Lanka,Amstelveen,2006
Sri Lanka,1.0, 55 run,5.0,0.0,2.0,Netherlands,Amstelveen,2006
Netherlands,0.0,55 run,5.0,0.0,2.0,Sri Lanka,Amstelveen,2006
Zimbabwe,1.0,2 wicke,5.0,0.0,1.0,Bangladesh,Harare,2006
Bangladesh,0.0,2 wicke,5.0,0.0,1.0,Zimbabwe,Harare,2006
Bangladesh,1.0,62 run,0.0,0.0,1.0,Zimbabwe,Harare,2006
Zimbabwe,0.0,62 run,0.0,1.0,2.0,Bangladesh,Harare,2006
Zimbabwe,1.0,2 wicke,0.0,0.0,1.0,Bangladesh,Harare,2006
Bangladesh,0.0,2 wicke,0.0,0.0,1.0,Zimbabwe,Harare,2006
Zimbabwe,1.0,7 wicke,50.0,0.0,1.0,Bangladesh,Harare,2006
Bangladesh,0.0,7 wicke,50.0,0.0,1.0,Zimbabwe,Harare,2006
Ireland,1.0,85 run,32.0,0.0,1.0,Scotland,Ayr,2006
Scotland,0.0,85 run,32.0,1.0,2.0,Ireland,Ayr,2006
Kenya,1.0,108 run,32.0,1.0,1.0,Canada,Toronto,2006
Canada,0.0,108 run,32.0,0.0,2.0,Kenya,Toronto,2006
Bangladesh,1.0,8 wicke,32.0,1.0,2.0,Zimbabwe,Harare,2006
Zimbabwe,0.0,8 wicke,32.0,1.0,2.0,Bangladesh,Harare,2006
Scotland,1.0,4 wicke,1.0,1.0,2.0,Netherlands,Ayr,2006
Netherlands,0.0,4 wicke,1.0,1.0,2.0,Scotland,Ayr,2006
Kenya,1.0,5 wicke,106.0,1.0,2.0,Canada,Toronto,2006
Canada,0.0,5 wicke,106.0,1.0,2.0,Kenya,Toronto,2006
Bangladesh,1.0,6 wicke,119.0,1.0,2.0,Kenya,Nairobi,2006
Kenya,0.0,6 wicke,119.0,0.0,1.0,Bangladesh,Nairobi,2006
Bangladesh,1.0,2 wicke,24.0,0.0,2.0,Kenya,Nairobi,2006
Kenya,0.0,2 wicke,24.0,1.0,1.0,Bangladesh,Nairobi,2006
South Africa,1.0,6 wicke,138.0,1.0,2.0,Sri Lanka,Colombo,2006
Sri Lanka,1.0,6 wicke,138.0,1.0,2.0,East Africa,Colombo,2006
Bangladesh,1.0,6 wicke,138.0,1.0,2.0,Kenya,Nairobi,2006
Kenya,0.0,6 wicke,138.0,0.0,1.0,Bangladesh,Nairobi,2006
Bermuda,1.0,6 wicke,60.0,1.0,1.0,Canada,Toronto,2006
Canada,0.0,6 wicke,60.0,1.0,1.0,Bermuda,Toronto,2006
South Africa,1.0,11 run,20.0,1.0,1.0,Sri Lanka,Colombo,2006
Sri Lanka,1.0,11 run,20.0,1.0,1.0,East Africa,Colombo,2006
Bermuda,1.0,11 run,20.0,1.0,1.0,Canada,Toronto,2006
Canada,0.0,11 run,20.0,0.0,2.0,Bermuda,Toronto,2006
South Africa,1.0,7 wicke,20.0,0.0,2.0,Sri Lanka,Colombo,2006
Sri Lanka,1.0,7 wicke,20.0,0.0,2.0,East Africa,Colombo,2006
Pakistan,1.0,7 wicke,20.0,0.0,2.0,England,Lord's,2006
England,0.0,7 wicke,20.0,0.0,2.0,Pakistan,Lord's,2006
Pakistan,1.0,2 wicke,7.0,0.0,2.0,England,Southampton,2006
England,0.0,2 wicke,7.0,0.0,2.0,Pakistan,Southampton,2006
England,1.0,8 wicke,22.0,0.0,2.0,Pakistan,Nottingham,2006
Pakistan,0.0,8 wicke,22.0,0.0,2.0,England,Nottingham,2006
England,1.0,3 wicke,114.0,0.0,2.0,Pakistan,Birmingham,2006
Pakistan,0.0,3 wicke,114.0,0.0,2.0,England,Birmingham,2006
Australia,1.0,78 run,37.0,0.0,2.0,West Indies,Lumpur,2006
West Indies,0.0, 78 run,37.0,0.0,2.0,Australia,Lumpur,2006
West Indies,1.0, 29 run,37.0,0.0,2.0,India,Lumpur,2006
India,0.0,29 run,37.0,1.0,1.0,West Indies,Lumpur,2006
South Africa,1.0, 5 wicke,37.0,1.0,1.0,Zimbabwe,Bloemfontein,2006
Zimbabwe,0.0,5 wicke,37.0,1.0,1.0,East Africa,Bloemfontein,2006
South Africa,1.0, 3 wicke,16.0,1.0,1.0,East Africa,London,2006
Zimbabwe,1.0, 3 wicke,16.0,1.0,1.0,East Africa,London,2006
West Indies,1.0, 3 wicke,16.0,1.0,1.0,Australia,Lumpur,2006
Australia,0.0,3 wicke,16.0,1.0,1.0,West Indies,Lumpur,2006
South Africa,1.0, 6 wicke,134.0,1.0,1.0,Zimbabwe,London,2006
Zimbabwe,0.0,6 wicke,134.0,1.0,1.0,East Africa,London,2006
India,1.0,16 run,214.0,0.0,2.0,West Indies,Lumpur,2006
West Indies,0.0, 16 run,214.0,0.0,2.0,India,Lumpur,2006
South Africa,1.0, 171 run,214.0,0.0,2.0,Zimbabwe,Potchefstroom,2006
Zimbabwe,0.0,171 run,214.0,0.0,2.0,East Africa,Potchefstroom,2006
Australia,1.0,127 run,214.0,0.0,2.0,West Indies,Lumpur,2006
West Indies,0.0, 127 run,214.0,0.0,2.0,Australia,Lumpur,2006
Sri Lanka,1.0, 37 run,214.0,1.0,2.0,Bangladesh,Mohali,2006
Bangladesh,0.0,37 run,214.0,1.0,2.0,Sri Lanka,Mohali,2006
West Indies,1.0, 9 wicke,214.0,1.0,1.0,Zimbabwe,Ahmedabad,2006
Zimbabwe,0.0,9 wicke,214.0,1.0,1.0,West Indies,Ahmedabad,2006
Sri Lanka,1.0, 144 run,80.0,0.0,2.0,Zimbabwe,Ahmedabad,2006
Zimbabwe,0.0,144 run,80.0,0.0,2.0,Sri Lanka,Ahmedabad,2006
West Indies,1.0, 10 wicke,80.0,1.0,1.0,Bangladesh,Jaipur,2006
Bangladesh,0.0,10 wicke,80.0,1.0,1.0,West Indies,Jaipur,2006
Bangladesh,1.0,101 run,123.0,0.0,1.0,Zimbabwe,Jaipur,2006
Zimbabwe,0.0,101 run,123.0,1.0,2.0,Bangladesh,Jaipur,2006
India,1.0,4 wicke,123.0,0.0,1.0,England,Jaipur,2006
England,0.0,4 wicke,123.0,0.0,1.0,India,Jaipur,2006
New Zealand,1.0, 87 run,11.0,0.0,1.0,East Africa,Mumbai,2006
South Africa,0.0, 87 run,11.0,1.0,2.0,New Zealand,Mumbai,2006
Pakistan,1.0,4 wicke,11.0,0.0,2.0,Sri Lanka,Jaipur,2006
Sri Lanka,0.0, 4 wicke,79.0,1.0,1.0,Pakistan,Jaipur,2006
West Indies,1.0, 10 run,79.0,1.0,1.0,Australia,Mumbai,2006
Australia,0.0,10 run,79.0,0.0,1.0,West Indies,Mumbai,2006
Australia,1.0,6 wicke,79.0,0.0,1.0,England,Jaipur,2006
England,0.0,6 wicke,79.0,0.0,1.0,Australia,Jaipur,2006
South Africa,1.0, 78 run,2.0,0.0,1.0,Sri Lanka,Ahmedabad,2006
Sri Lanka,0.0, 78 run,2.0,1.0,2.0,East Africa,Ahmedabad,2006
New Zealand,1.0, 51 run,2.0,1.0,2.0,Pakistan,Mohali,2006
Pakistan,0.0,51 run,2.0,1.0,2.0,New Zealand,Mohali,2006
West Indies,1.0, 3 wicke,2.0,0.0,1.0,India,Ahmedabad,2006
India,0.0,3 wicke,2.0,0.0,1.0,West Indies,Ahmedabad,2006
South Africa,1.0, 124 run,9.0,0.0,2.0,Pakistan,Mohali,2006
Pakistan,0.0,124 run,9.0,0.0,2.0,East Africa,Mohali,2006
England,1.0,3 wicke,9.0,0.0,2.0,West Indies,Ahmedabad,2006
West Indies,0.0, 3 wicke,26.0,0.0,1.0,England,Ahmedabad,2006
Australia,1.0,6 wicke,26.0,0.0,1.0,India,Mohali,2006
India,0.0,6 wicke,26.0,0.0,1.0,Australia,Mohali,2006
Australia,1.0,34 run,41.0,0.0,1.0,New Zealand,Mohali,2006
New Zealand,0.0, 34 run,41.0,0.0,2.0,Australia,Mohali,2006
West Indies,1.0, 6 wicke,41.0,0.0,2.0,South Africa,Jaipur,2006
South Africa,0.0, 6 wicke,41.0,0.0,2.0,West Indies,Jaipur,2006
Australia,1.0,8 wicke,41.0,0.0,2.0,West Indies,Mumbai,2006
West Indies,0.0, 8 wicke,25.0,1.0,1.0,Australia,Mumbai,2006
Kenya,1.0,79 run,25.0,1.0,1.0,Bermuda,Mombasa,2006
Bermuda,0.0,79 run,25.0,0.0,2.0,Kenya,Mombasa,2006
Kenya,1.0,7 wicke,25.0,1.0,1.0,Bermuda,Mombasa,2006
Bermuda,0.0,7 wicke,25.0,1.0,1.0,Kenya,Mombasa,2006
Kenya,1.0,104 run,13.0,1.0,1.0,Bermuda,Mombasa,2006
Bermuda,0.0,104 run,13.0,0.0,2.0,Kenya,Mombasa,2006
India,1.0, 157 run,13.0,0.0,2.0,East Africa,Johannesburg,2006
South Africa,1.0, 157 run,13.0,0.0,2.0,India,Johannesburg,2006
South Africa,1.0, 157 run,13.0,0.0,2.0,India,Durban,2006
India,0.0,157 run,13.0,0.0,2.0,East Africa,Durban,2006
Netherlands,1.0,17 run,13.0,0.0,1.0,Canada,Potchefstroom,2006
Canada,0.0,17 run,13.0,1.0,2.0,Netherlands,Potchefstroom,2006
South Africa,1.0, 106 run,13.0,1.0,1.0,India,Town,2006
India,0.0,106 run,13.0,1.0,1.0,East Africa,Town,2006
Canada,1.0,5 wicke,13.0,1.0,1.0,Bermuda,Potchefstroom,2006
Bermuda,0.0,5 wicke,13.0,1.0,1.0,Canada,Potchefstroom,2006
Netherlands,1.0,8 wicke,73.0,1.0,1.0,Bermuda,Potchefstroom,2006
Bermuda,0.0,8 wicke,73.0,1.0,1.0,Netherlands,Potchefstroom,2006
South Africa,1.0, 80 run,27.0,1.0,1.0,India,Elizabeth,2006
India,0.0,80 run,27.0,0.0,1.0,East Africa,Elizabeth,2006
Bangladesh,1.0,9 wicke,27.0,0.0,1.0,Zimbabwe,Khulna,2006
Zimbabwe,0.0,9 wicke,27.0,0.0,1.0,Bangladesh,Khulna,2006
Canada,1.0,3 wicke,62.0,0.0,1.0,Bermuda,Benoni,2006
Bermuda,0.0,3 wicke,62.0,0.0,1.0,Canada,Benoni,2006
Netherlands,1.0,1 wicke,2.0,0.0,1.0,Canada,Benoni,2006
Canada,0.0,1 wicke,2.0,0.0,1.0,Netherlands,Benoni,2006
Bermuda,1.0,6 wicke,198.0,0.0,1.0,Netherlands,Benoni,2006
Netherlands,0.0,6 wicke,198.0,0.0,1.0,Bermuda,Benoni,2006
Bangladesh,1.0,6 wicke,44.0,0.0,1.0,Zimbabwe,Bogra,2006
Zimbabwe,0.0,6 wicke,44.0,0.0,1.0,Bangladesh,Bogra,2006
South Africa,1.0, 9 wicke,112.0,0.0,1.0,India,Centurion,2006
India,0.0,9 wicke,112.0,0.0,1.0,East Africa,Centurion,2006
Pakistan,1.0,26 run,10.0,0.0,1.0,West Indies,Rawalpindi,2006
West Indies,1.0,26 run,10.0,0.0,1.0,Pakistan,Rawalpindi,2006
Bangladesh,1.0,26 run,10.0,0.0,1.0,Zimbabwe,Bogra,2006
Zimbabwe,0.0,26 run,10.0,1.0,2.0,Bangladesh,Bogra,2006
Pakistan,1.0,2 wicke,10.0,1.0,2.0,West Indies,Faisalabad,2006
West Indies,0.0, 2 wicke,106.0,1.0,2.0,Pakistan,Faisalabad,2006
Bangladesh,1.0,8 wicke,106.0,1.0,2.0,Zimbabwe,Dhaka,2006
Zimbabwe,0.0,8 wicke,106.0,1.0,2.0,Bangladesh,Dhaka,2006
Bangladesh,1.0,3 wicke,6.0,1.0,2.0,Zimbabwe,Dhaka,2006
Zimbabwe,0.0,3 wicke,6.0,1.0,2.0,Bangladesh,Dhaka,2006
Pakistan,1.0,7 wicke,8.0,1.0,2.0,West Indies,Lahore,2006
West Indies,0.0, 7 wicke,91.0,1.0,1.0,Pakistan,Lahore,2006
West Indies,1.0, 7 wicke,91.0,1.0,1.0,Pakistan,Multan,2006
Pakistan,0.0,7 wicke,91.0,1.0,1.0,West Indies,Multan,2006
Bangladesh,1.0,6 wicke,125.0,1.0,2.0,Scotland,Chattogram,2006
Scotland,0.0,6 wicke,125.0,1.0,2.0,Bangladesh,Chattogram,2006
Pakistan,1.0,7 wicke,19.0,1.0,2.0,West Indies,Karachi,2006
West Indies,0.0, 7 wicke,28.0,0.0,1.0,Pakistan,Karachi,2006
Bangladesh,1.0,146 run,28.0,0.0,1.0,Scotland,Dhaka,2006
Scotland,0.0,146 run,28.0,1.0,2.0,Bangladesh,Dhaka,2006
Sri Lanka,1.0, 7 wicke,28.0,1.0,1.0,New Zealand,Napier,2006
New Zealand,0.0, 7 wicke,28.0,1.0,1.0,Sri Lanka,Napier,2006
New Zealand,1.0, 1 wicke,28.0,1.0,1.0,Sri Lanka,Queenstown,2006
Sri Lanka,0.0, 1 wicke,28.0,1.0,1.0,New Zealand,Queenstown,2006
New Zealand,1.0, 4 wicke,28.0,1.0,1.0,Sri Lanka,Christchurch,2007
Sri Lanka,0.0, 4 wicke,28.0,1.0,1.0,New Zealand,Christchurch,2007
Sri Lanka,1.0, 189 run,28.0,1.0,1.0,New Zealand,Auckland,2007
New Zealand,0.0, 189 run,28.0,0.0,2.0,Sri Lanka,Auckland,2007
New Zealand,1.0,8 wicke,28.0,1.0,2.0,Sri Lanka,Hamilton,2007
Sri Lanka,1.0,8 wicke,28.0,0.0,1.0,New Zealand,Hamilton,2007
Australia,1.0,8 wicke,28.0,1.0,1.0,England,Melbourne,2007
England,0.0,8 wicke,28.0,1.0,1.0,Australia,Melbourne,2007
Australia,1.0,105 run,1.0,1.0,1.0,New Zealand,Hobart,2007
New Zealand,0.0, 105 run,1.0,0.0,2.0,Australia,Hobart,2007
England,1.0,3 wicke,1.0,0.0,2.0,New Zealand,Hobart,2007
New Zealand,0.0, 3 wicke,1.0,1.0,1.0,England,Hobart,2007
Kenya,1.0,190 run,1.0,1.0,1.0,Scotland,Mombasa,2007
Scotland,0.0,190 run,1.0,0.0,2.0,Kenya,Mombasa,2007
Scotland,1.0,2 wicke,1.0,0.0,2.0,Canada,Mombasa,2007
Canada,0.0,2 wicke,1.0,0.0,2.0,Scotland,Mombasa,2007
Australia,1.0,4 wicke,68.0,0.0,2.0,England,Brisbane,2007
England,0.0,4 wicke,68.0,0.0,2.0,Australia,Brisbane,2007
Kenya,1.0,2 wicke,8.0,0.0,2.0,Canada,Mombasa,2007
Canada,0.0,2 wicke,8.0,0.0,2.0,Kenya,Mombasa,2007
Australia,1.0,2 wicke,8.0,0.0,2.0,New Zealand,Sydney,2007
New Zealand,0.0, 2 wicke,16.0,0.0,1.0,Australia,Sydney,2007
India,1.0,14 run,16.0,0.0,1.0,West Indies,Nagpur,2007
West Indies,0.0, 14 run,16.0,1.0,1.0,India,Nagpur,2007
Kenya,1.0,6 run,16.0,1.0,1.0,Scotland,Mombasa,2007
Scotland,0.0,6 run,16.0,0.0,2.0,Kenya,Mombasa,2007
New Zealand,1.0, 90 run,16.0,0.0,2.0,England,Adelaide,2007
England,0.0,90 run,16.0,0.0,2.0,New Zealand,Adelaide,2007
Scotland,1.0,2 wicke,16.0,1.0,1.0,Canada,Mombasa,2007
Canada,0.0,2 wicke,16.0,1.0,1.0,Scotland,Mombasa,2007
Canada,1.0,69 run,153.0,1.0,1.0,Kenya,Mombasa,2007
Kenya,0.0,69 run,153.0,0.0,2.0,Canada,Mombasa,2007
India,1.0,20 run,153.0,1.0,1.0,West Indies,Cuttack,2007
West Indies,0.0, 20 run,153.0,0.0,1.0,India,Cuttack,2007
Australia,1.0,9 wicke,153.0,0.0,1.0,England,Adelaide,2007
England,0.0,9 wicke,153.0,0.0,1.0,Australia,Adelaide,2007
West Indies,1.0, 3 wicke,38.0,0.0,1.0,India,Chennai,2007
India,0.0,3 wicke,38.0,0.0,1.0,West Indies,Chennai,2007
Australia,1.0,8 run,191.0,1.0,1.0,New Zealand,Perth,2007
New Zealand,0.0, 8 run,191.0,1.0,2.0,Australia,Perth,2007
Kenya,1.0,10 wicke,191.0,1.0,2.0,Bermuda,Nairobi,2007
Bermuda,0.0,10 wicke,191.0,0.0,1.0,Kenya,Nairobi,2007
New Zealand,1.0, 58 run,90.0,0.0,2.0,England,Perth,2007
England,0.0,58 run,90.0,0.0,2.0,New Zealand,Perth,2007
Netherlands,1.0,8 wicke,90.0,0.0,2.0,Canada,Nairobi,2007
Canada,0.0,8 wicke,90.0,1.0,1.0,Netherlands,Nairobi,2007
Scotland,1.0,3 wicke,0.0,0.0,2.0,Ireland,Nairobi,2007
Ireland,0.0,3 wicke,0.0,1.0,1.0,Scotland,Nairobi,2007
India,1.0,160 run,8.0,0.0,1.0,West Indies,Vadodara,2007
West Indies,0.0, 160 run,8.0,1.0,2.0,India,Vadodara,2007
Ireland,1.0,4 wicke,8.0,1.0,2.0,Bermuda,Nairobi,2007
Bermuda,0.0,4 wicke,8.0,0.0,1.0,Ireland,Nairobi,2007
Scotland,1.0,7 run,107.0,0.0,1.0,Nairobi,Nairobi,2007
Canada,0.0,7 run,107.0,1.0,2.0,Nairobi,Nairobi,2007
Kenya,1.0,7 wicke,107.0,1.0,2.0,Netherlands,Nairobi,2007
Netherlands,0.0,7 wicke,107.0,0.0,1.0,Kenya,Nairobi,2007
England,1.0,92 run,6.0,1.0,1.0,Australia,Sydney,2007
Australia,0.0,92 run,6.0,0.0,2.0,England,Sydney,2007
Canada,1.0,56 run,6.0,0.0,1.0,Nairobi,Nairobi,2007
Bermuda,0.0,56 run,6.0,1.0,2.0,Nairobi,Nairobi,2007
Kenya,1.0,1 wicke,6.0,1.0,2.0,Ireland,Nairobi,2007
Ireland,0.0,1 wicke,6.0,0.0,1.0,Kenya,Nairobi,2007
Scotland,1.0,2 run,10.0,0.0,1.0,Nairobi,Nairobi,2007
Netherlands,0.0,2 run,10.0,1.0,2.0,Nairobi,Nairobi,2007
Australia,1.0,5 wicke,10.0,0.0,2.0,New Zealand,Melbourne,2007
New Zealand,0.0, 5 wicke,41.0,1.0,2.0,Australia,Melbourne,2007
Netherlands,1.0,8 wicke,41.0,1.0,2.0,Bermuda,Nairobi,2007
Bermuda,0.0,8 wicke,41.0,0.0,1.0,Netherlands,Nairobi,2007
Canada,1.0,6 wicke,2.0,1.0,2.0,Ireland,Nairobi,2007
Ireland,0.0,6 wicke,2.0,0.0,1.0,Canada,Nairobi,2007
Scotland,1.0,77 run,6.0,1.0,1.0,Nairobi,Nairobi,2007
Kenya,0.0,77 run,6.0,0.0,2.0,Nairobi,Nairobi,2007
Bangladesh,1.0,45 run,6.0,0.0,1.0,Zimbabwe,Harare,2007
Zimbabwe,0.0,45 run,6.0,1.0,2.0,Bangladesh,Harare,2007
South Africa,1.0, 164 run,6.0,1.0,2.0,Pakistan,Centurion,2007
Pakistan,0.0,164 run,6.0,1.0,2.0,East Africa,Centurion,2007
Bermuda,1.0,5 wicke,6.0,0.0,2.0,Scotland,Nairobi,2007
Scotland,0.0,5 wicke,6.0,1.0,1.0,Bermuda,Nairobi,2007
Kenya,1.0,158 run,88.0,1.0,1.0,Nairobi,Nairobi,2007
Canada,0.0,158 run,88.0,0.0,2.0,Nairobi,Nairobi,2007
Netherlands,1.0,6 run,88.0,0.0,1.0,Nairobi,Nairobi,2007
Ireland,0.0,6 run,88.0,1.0,2.0,Nairobi,Nairobi,2007
England,1.0,14 run,88.0,1.0,1.0,New Zealand,Brisbane,2007
New Zealand,0.0, 14 run,88.0,0.0,2.0,England,Brisbane,2007
Zimbabwe,1.0,8 wicke,88.0,0.0,2.0,Bangladesh,Harare,2007
Bangladesh,0.0,8 wicke,88.0,0.0,2.0,Zimbabwe,Harare,2007
Kenya,1.0,8 wicke,73.0,0.0,2.0,Scotland,Nairobi,2007
Scotland,0.0,8 wicke,73.0,1.0,1.0,Kenya,Nairobi,2007
Pakistan,1.0,141 run,3.0,1.0,1.0,East Africa,Durban,2007
South Africa,0.0, 141 run,3.0,0.0,1.0,Pakistan,Durban,2007
India,1.0,4 wicke,3.0,0.0,1.0,Sri Lanka,Kolkata,2007
Sri Lanka,1.0,4 wicke,3.0,0.0,1.0,India,Kolkata,2007
England,1.0,4 wicke,3.0,0.0,1.0,Australia,Melbourne,2007
Australia,0.0,4 wicke,3.0,0.0,1.0,England,Melbourne,2007
Bangladesh,1.0,14 run,16.0,0.0,1.0,Zimbabwe,Harare,2007
Zimbabwe,0.0,14 run,16.0,1.0,2.0,Bangladesh,Harare,2007
Bangladesh,1.0,1 wicke,16.0,1.0,1.0,Zimbabwe,Harare,2007
Zimbabwe,0.0,1 wicke,16.0,1.0,1.0,Bangladesh,Harare,2007
England,1.0,34 run,216.0,1.0,1.0,Australia,Sydney,2007
Australia,0.0,34 run,216.0,0.0,2.0,England,Sydney,2007
Sri Lanka,1.0, 5 run,216.0,1.0,2.0,India,Rajkot,2007
India,0.0,5 run,216.0,1.0,2.0,Sri Lanka,Rajkot,2007
South Africa,1.0, 10 wicke,216.0,0.0,1.0,Pakistan,Town,2007
Pakistan,0.0,10 wicke,216.0,0.0,1.0,East Africa,Town,2007
India,1.0,5 wicke,21.0,0.0,2.0,Sri Lanka,Margao,2007
Sri Lanka,0.0, 5 wicke,130.0,1.0,1.0,India,Margao,2007
South Africa,1.0, 9 wicke,130.0,1.0,1.0,Pakistan,Johannesburg,2007
Pakistan,0.0,9 wicke,130.0,1.0,1.0,East Africa,Johannesburg,2007
New Zealand,1.0, 10 wicke,138.0,0.0,1.0,Australia,Wellington,2007
Australia,0.0,10 wicke,138.0,0.0,1.0,New Zealand,Wellington,2007
India,1.0,7 wicke,36.0,1.0,2.0,Sri Lanka,Visakhapatnam,2007
Sri Lanka,0.0, 7 wicke,8.0,0.0,1.0,India,Visakhapatnam,2007
New Zealand,1.0, 5 wicke,8.0,0.0,1.0,Australia,Auckland,2007
Australia,0.0,5 wicke,8.0,0.0,1.0,New Zealand,Auckland,2007
New Zealand,1.0, 1 wicke,3.0,1.0,1.0,Australia,Hamilton,2007
Australia,0.0,1 wicke,3.0,1.0,1.0,New Zealand,Hamilton,2007
Bangladesh,1.0,8 wicke,75.0,0.0,2.0,Bermuda,John's,2007
Bermuda,0.0,8 wicke,75.0,1.0,1.0,Bangladesh,John's,2007
Canada,1.0,3 wicke,36.0,0.0,2.0,Bermuda,John's,2007
Bermuda,0.0,3 wicke,36.0,1.0,1.0,Canada,John's,2007
West Indies,1.0, 54 run,40.0,1.0,2.0,Pakistan,Kingston,2007
Pakistan,0.0,54 run,40.0,1.0,2.0,West Indies,Kingston,2007
Australia,1.0,203 run,40.0,0.0,1.0,Scotland,Basseterre,2007
Scotland,0.0,203 run,40.0,1.0,2.0,Australia,Basseterre,2007
Kenya,1.0,7 wicke,40.0,1.0,2.0,Canada,Islet,2007
Canada,0.0,7 wicke,40.0,0.0,1.0,Kenya,Islet,2007
Sri Lanka,1.0, 243 run,54.0,1.0,1.0,Bermuda,Spain,2007
Bermuda,0.0,243 run,54.0,0.0,1.0,Sri Lanka,Spain,2007
New Zealand,1.0, 6 wicke,54.0,0.0,1.0,England,Islet,2007
England,0.0,6 wicke,54.0,0.0,1.0,New Zealand,Islet,2007
South Africa,1.0, 221 run,9.0,1.0,2.0,Netherlands,Basseterre,2007
Netherlands,0.0,221 run,9.0,1.0,2.0,East Africa,Basseterre,2007
